17.431574937824692,52.99129871715822
17.379592981046343,52.99486231790934
16.422747761526487,53.06045846146005
14.209710441209367,53.21217240351352
11.477758793834541,53.39946032753349
8.577057172964324,53.5159374983672
5.702792661567159,53.487470952961644
2.8011654472135596,53.548978322015564
-0.06990028396684478,53.61012502796409
-3.1404426013209417,53.675264542913496
-6.298126385400393,53.2930720946004
-9.410517154795135,52.91352244085198
-12.596272003739305,52.617854695870626
-15.729288668422559,52.150441636161446
-18.812328514614485,51.22691019275325
-21.797716051760105,50.257213609224976
-24.753267649485014,49.001216002747896
-27.57843834203049,47.545931213713544
-30.28415448119185,45.95012986574073
-32.848085083076676,44.00144968011507
-35.390194656063294,41.67022334931765
-38.06972529911002,39.47192985037816
-40.48795380892215,37.02903693521389
-42.74867139122213,34.44257360475977
-44.83380410569907,31.75501873788642
-46.62550987836913,28.810587402437818
-48.3105918884685,25.817241862756624
-49.75499127084583,22.736644955475704
-51.23863349535544,19.342126210524263
-52.192251872253166,15.792030004258802
-52.864195304326245,12.144176474397486
-53.39695579860181,8.484240416502058
-53.52097620605663,4.816873468400382
-53.7593749706109,1.1307356908689106
-53.63394447976584,-2.569703403210519
-53.668017037448564,-6.2633342017639055
-53.70186374675015,-9.918087682003206
-53.73608385554006,-13.61172578548205
-53.77030434024855,-17.305362324512885
-53.48325264769715,-20.953453263449273
-53.216510599585646,-24.637851602619392
-53.27794230473375,-28.336631794245886
-53.217472477284424,-31.846982924871497
-53.15827022772098,-35.27631984678534
-53.10964790689484,-38.09205738938775
-53.02952035965922,-41.48493517389849
-52.56488943107793,-44.8936815057417
-52.26762535943992,-48.31070484143262
-52.001301691044965,-51.368033430742635
-51.99816856003018,-51.40400194229184
-51.995035423046716,-51.43997045532992
-51.99190228027932,-51.475938969899204
-51.98876913193983,-51.5119074860398
-51.985635978263424,-51.54787600378932
-51.98250281950512,-51.583844523182826
-51.97936965593624,-51.619813044252645
-51.97623648784115,-51.655781567028185
-51.973103315514116,-51.69175009153591
-51.96997013925629,-51.72771861779919
-51.70051625925615,-54.82101551119145
-51.40072703536269,-58.25179072696135
-51.37935285762974,-61.89697639768451
-51.27510764821224,-65.59131998385757
-51.184110057474875,-68.94204918020553
-51.5882221488267,-72.61959729591779
-51.43237615178807,-76.31835938444912
-50.603232277930346,-79.91069092665559
-49.5901797655042,-83.43731285651198
-48.157154144523794,-86.82286622569245
-46.34621837268204,-90.0666782302859
-44.201041176554654,-93.09915582749223
-42.0898237486463,-96.131574864071
-39.547556001840505,-98.78703108672546
-36.727984841130464,-101.20291362478083
-33.87272328404032,-103.7964826805869
-30.523444093831284,-105.94729162792336
-27.025113268760727,-107.74657478495133
-23.493991459040956,-109.53662556779055
-19.78801862473377,-110.84967422917342
-16.058894769948957,-112.17728696989693
-12.183020486287564,-112.87654845656034
-8.214766488125235,-113.15872449179388
-4.256011692597266,-113.31350763080144
-0.23727884052846937,-113.51174272846274
4.0314573096482125,-113.22005702949959
8.206950519710091,-113.10992000536521
12.428815641856897,-113.1755945808888
16.601173501030658,-112.90762895624772
20.779548857639714,-113.01860989942757
25.043889252333823,-112.89324279343481
29.218233823493243,-112.76360459882095
33.395496291369845,-112.89317775358995
37.91025861834902,-112.9399965821566
42.60958817277481,-112.98846935607165
46.20865749550899,-113.02559293935381
51.05757578352501,-113.07560865453262
54.75672352029113,-113.1137646489217
59.44844867704012,-113.16215892763324
63.70093190789715,-113.20602250490327
67.12728068171465,-113.24136472193527
70.55628307497521,-113.12205882232115
73.93518875763486,-112.75014726936543
77.2855854685303,-111.92624556068543
80.55187302453515,-110.8269659181376
83.77418104051101,-109.63895734543117
86.78637401490171,-108.03277367667269
89.79405552211128,-106.37399176693552
92.76618633772054,-104.65907907129827
95.43739921790791,-102.53338442850752
97.93857909045057,-100.16142385098843
100.5580873467991,-97.94726485557688
102.85970257258091,-95.4377433157377
104.87522905903897,-92.6377581098622
106.59574435120619,-89.64738396466419
108.16309450983884,-86.58537677836871
109.85037473028939,-83.64069332288337
111.09409932964428,-80.42594951919182
111.97923798113266,-77.1290008209913
112.75339921093334,-73.77977528531115
113.11578604662387,-70.38554403238194
113.24974024069971,-66.94501863299786
113.56898180613615,-63.52996883717381
113.43351721101716,-60.09032062084063
113.28217272125548,-56.66149417225093
113.21598690673858,-53.26827069122983
113.14861777470091,-49.802872139889054
113.07914484521395,-46.229175057911185
113.0131806645698,-42.83596807789754
112.94932162115863,-39.55105500186561
112.88405916031404,-36.19394601522306
112.81669138875175,-32.72854318206247
112.75072718831896,-29.33533626072411
112.96994218148335,-25.90821380384201
113.13511438305885,-22.482204191412702
113.28509422176394,-19.055521541821278
113.41785118129759,-15.664305834555718
113.34941502303964,-12.23195433541472
113.37791287778411,-8.802123007526465
113.4064843601096,-5.408395649602989
113.43536725109789,-1.9785641995744587
113.46424999367306,1.451266961374762
113.49282885619351,4.844994664551296
113.36165039135949,8.273381943115691
113.0594901801941,11.693200137238541
112.33356010314442,15.063228300862612
111.58373010273672,18.34024784998461
110.69534752755976,21.655895255850794
109.38899467109519,24.845296665151903
107.98528770012632,27.98020589645366
106.20686109366596,30.933006882186177
104.32412983241004,33.764874815707515
102.05915398073668,36.36717971252644
99.75432638321823,38.91383080400378
97.11806587655389,41.139578384328296
94.48097635116417,43.28242926071037
91.78665992494076,45.35020310464229
88.87222084401658,47.11487840280185
85.84420714377436,48.74306647993627
82.66780122945646,49.99264878264265
79.39490107582753,51.05743077364146
76.09921115212691,52.0214568791674
72.71815653831362,52.66419306942616
69.28548091872649,52.97256589419244
65.90410548165042,53.288120951510706
62.470049966813605,53.382518835658544
59.04523267970526,53.56955656690714
55.61093170672165,53.44151993486093
52.18100318494841,53.44638096498777
48.78715593502785,53.45066773359918
45.35720559105741,53.45500131611967
41.927255688880436,53.45933547263295
38.53341030533616,53.46362399898359
35.103460237677396,53.46795816247874
31.70969984222819,53.44757854359904
28.32877318337338,53.1880438561646
24.907507613671342,53.381566543307066
23.459223338247178,53.4044586873444
23.4615027416114,53.404419880198695
